SB00,SB01,SB02,SB03,SB04,SB05
60.79,58.54,61.61,69.29,52.9,59.26
107.66,138.03,149.73,100.29,87.92,104.64
117.49,139.73,136.93,113.76,117.8,106.03
109.45,100.77,87.24,70.39,74.66,75.42
176.96,265.15,282.64,217.57,176.28,225.67
155.29,173.93,266.94,94.98,164.37,175.6
58.54,61.61,69.29,52.9,59.26,54.84
138.03,149.73,100.29,87.92,104.64,69.42
139.73,136.93,113.76,117.8,106.03,137.87
100.77,87.24,70.39,74.66,75.42,85.97
265.15,282.64,217.57,176.28,225.67,153.29
173.93,266.94,94.98,164.37,175.6,111.16
61.61,69.29,52.9,59.26,54.84,55.6
149.73,100.29,87.92,104.64,69.42,107.41
136.93,113.76,117.8,106.03,137.87,128.25
87.24,70.39,74.66,75.42,85.97,111.46
282.64,217.57,176.28,225.67,153.29,298.3
69.29,52.9,59.26,54.84,55.6,54.74
100.29,87.92,104.64,69.42,107.41,83.66
113.76,117.8,106.03,137.87,128.25,107.13
70.39,74.66,75.42,85.97,111.46,83.05
217.57,176.28,225.67,153.29,298.3,252.81
52.9,59.26,54.84,55.6,54.74,51.32
87.92,104.64,69.42,107.41,83.66,124.67
117.8,106.03,137.87,128.25,107.13,100.05
74.66,75.42,85.97,111.46,83.05,77.48
176.28,225.67,153.29,298.3,252.81,155.44
59.26,54.84,55.6,54.74,51.32,60.5
104.64,69.42,107.41,83.66,124.67,95.59
106.03,137.87,128.25,107.13,100.05,91.62
75.42,85.97,111.46,83.05,77.48,86.36
225.67,153.29,298.3,252.81,155.44,204.22
54.84,55.6,54.74,51.32,60.5,57.62
69.42,107.41,83.66,124.67,95.59,98.07
137.87,128.25,107.13,100.05,91.62,105.11
85.97,111.46,83.05,77.48,86.36,76.22
153.29,298.3,252.81,155.44,204.22,352.23
55.6,54.74,51.32,60.5,57.62,60.81
107.41,83.66,124.67,95.59,98.07,103.42
128.25,107.13,100.05,91.62,105.11,222.41
111.46,83.05,77.48,86.36,76.22,122.55
298.3,252.81,155.44,204.22,352.23,210.26
54.74,51.32,60.5,57.62,60.81,63.33
83.66,124.67,95.59,98.07,103.42,96.55
107.13,100.05,91.62,105.11,222.41,107.44
83.05,77.48,86.36,76.22,122.55,90.25
252.81,155.44,204.22,352.23,210.26,220.75
51.32,60.5,57.62,60.81,63.33,48.87
124.67,95.59,98.07,103.42,96.55,98.35
100.05,91.62,105.11,222.41,107.44,124.04
77.48,86.36,76.22,122.55,90.25,84.2
155.44,204.22,352.23,210.26,220.75,184.85
60.5,57.62,60.81,63.33,48.87,58.66
95.59,98.07,103.42,96.55,98.35,97.95
91.62,105.11,222.41,107.44,124.04,91.05
86.36,76.22,122.55,90.25,84.2,96.72
204.22,352.23,210.26,220.75,184.85,182.35
57.62,60.81,63.33,48.87,58.66,51.17
98.07,103.42,96.55,98.35,97.95,207.19
105.11,222.41,107.44,124.04,91.05,118.86
76.22,122.55,90.25,84.2,96.72,72.07
352.23,210.26,220.75,184.85,182.35,129.84
60.81,63.33,48.87,58.66,51.17,71.13
103.42,96.55,98.35,97.95,207.19,87.91
222.41,107.44,124.04,91.05,118.86,104.71
122.55,90.25,84.2,96.72,72.07,88.05
210.26,220.75,184.85,182.35,129.84,151.07
63.33,48.87,58.66,51.17,71.13,57.64
96.55,98.35,97.95,207.19,87.91,84.06
107.44,124.04,91.05,118.86,104.71,104.71
90.25,84.2,96.72,72.07,88.05,64.85
220.75,184.85,182.35,129.84,151.07,138.94
48.87,58.66,51.17,71.13,57.64,58.21
98.35,97.95,207.19,87.91,84.06,105.9
124.04,91.05,118.86,104.71,104.71,143.44
84.2,96.72,72.07,88.05,64.85,82.49
184.85,182.35,129.84,151.07,138.94,212.27
58.66,51.17,71.13,57.64,58.21,56.73
97.95,207.19,87.91,84.06,105.9,85.17
91.05,118.86,104.71,104.71,143.44,98.0
96.72,72.07,88.05,64.85,82.49,110.0
182.35,129.84,151.07,138.94,212.27,139.27
51.17,71.13,57.64,58.21,56.73,45.36
207.19,87.91,84.06,105.9,85.17,95.09
118.86,104.71,104.71,143.44,98.0,101.71
72.07,88.05,64.85,82.49,110.0,92.34
129.84,151.07,138.94,212.27,139.27,211.23
71.13,57.64,58.21,56.73,45.36,52.74
87.91,84.06,105.9,85.17,95.09,106.59
104.71,104.71,143.44,98.0,101.71,105.66
88.05,64.85,82.49,110.0,92.34,100.09
151.07,138.94,212.27,139.27,211.23,160.51
57.64,58.21,56.73,45.36,52.74,63.68
84.06,105.9,85.17,95.09,106.59,88.78
104.71,143.44,98.0,101.71,105.66,104.69
64.85,82.49,110.0,92.34,100.09,93.49
138.94,212.27,139.27,211.23,160.51,160.08
58.21,56.73,45.36,52.74,63.68,68.36
105.9,85.17,95.09,106.59,88.78,98.23
143.44,98.0,101.71,105.66,104.69,179.24
82.49,110.0,92.34,100.09,93.49,106.17
212.27,139.27,211.23,160.51,160.08,176.25
56.73,45.36,52.74,63.68,68.36,54.52
85.17,95.09,106.59,88.78,98.23,99.94
98.0,101.71,105.66,104.69,179.24,86.1
110.0,92.34,100.09,93.49,106.17,59.35
139.27,211.23,160.51,160.08,176.25,150.03
45.36,52.74,63.68,68.36,54.52,46.25
95.09,106.59,88.78,98.23,99.94,101.86
101.71,105.66,104.69,179.24,86.1,104.06
92.34,100.09,93.49,106.17,59.35,78.53
211.23,160.51,160.08,176.25,150.03,192.54
52.74,63.68,68.36,54.52,46.25,47.25
106.59,88.78,98.23,99.94,101.86,88.65
100.09,93.49,106.17,59.35,78.53,72.28
160.51,160.08,176.25,150.03,192.54,187.65
63.68,68.36,54.52,46.25,47.25,63.57
88.78,98.23,99.94,101.86,88.65,121.55
93.49,106.17,59.35,78.53,72.28,99.31
160.08,176.25,150.03,192.54,187.65,146.65
68.36,54.52,46.25,47.25,63.57,56.61
98.23,99.94,101.86,88.65,121.55,99.26
106.17,59.35,78.53,72.28,99.31,85.44
176.25,150.03,192.54,187.65,146.65,135.09
54.52,46.25,47.25,63.57,56.61,44.38
99.94,101.86,88.65,121.55,99.26,116.99
59.35,78.53,72.28,99.31,85.44,101.34
150.03,192.54,187.65,146.65,135.09,135.69
46.25,47.25,63.57,56.61,44.38,44.01
101.86,88.65,121.55,99.26,116.99,90.34
78.53,72.28,99.31,85.44,101.34,73.22
192.54,187.65,146.65,135.09,135.69,189.25
47.25,63.57,56.61,44.38,44.01,55.24
88.65,121.55,99.26,116.99,90.34,88.05
72.28,99.31,85.44,101.34,73.22,92.17
187.65,146.65,135.09,135.69,189.25,198.93
63.57,56.61,44.38,44.01,55.24,63.96
121.55,99.26,116.99,90.34,88.05,76.5
99.31,85.44,101.34,73.22,92.17,62.46
146.65,135.09,135.69,189.25,198.93,180.68
56.61,44.38,44.01,55.24,63.96,39.43
99.26,116.99,90.34,88.05,76.5,112.64
85.44,101.34,73.22,92.17,62.46,37.88
135.09,135.69,189.25,198.93,180.68,184.7
44.38,44.01,55.24,63.96,39.43,50.06
116.99,90.34,88.05,76.5,112.64,81.46
101.34,73.22,92.17,62.46,37.88,98.44
135.69,189.25,198.93,180.68,184.7,187.31
44.01,55.24,63.96,39.43,50.06,43.94
90.34,88.05,76.5,112.64,81.46,83.68
73.22,92.17,62.46,37.88,98.44,76.12
189.25,198.93,180.68,184.7,187.31,186.32
55.24,63.96,39.43,50.06,43.94,50.32
88.05,76.5,112.64,81.46,83.68,67.43
92.17,62.46,37.88,98.44,76.12,66.28
198.93,180.68,184.7,187.31,186.32,137.92
63.96,39.43,50.06,43.94,50.32,40.12
76.5,112.64,81.46,83.68,67.43,84.01
62.46,37.88,98.44,76.12,66.28,81.79
180.68,184.7,187.31,186.32,137.92,118.69
39.43,50.06,43.94,50.32,40.12,39.33
112.64,81.46,83.68,67.43,84.01,92.01
87.16,127.73,103.02,147.09,121.47,117.53
37.88,98.44,76.12,66.28,81.79,77.01
184.7,187.31,186.32,137.92,118.69,153.32
50.06,43.94,50.32,40.12,39.33,45.47
81.46,83.68,67.43,84.01,92.01,100.33
127.73,103.02,147.09,121.47,117.53,73.94
98.44,76.12,66.28,81.79,77.01,92.16
43.94,50.32,40.12,39.33,45.47,35.16
83.68,67.43,84.01,92.01,100.33,84.27
50.32,40.12,39.33,45.47,35.16,35.27
67.43,84.01,92.01,100.33,84.27,96.39
40.12,39.33,45.47,35.16,35.27,43.77
84.01,92.01,100.33,84.27,96.39,70.88
39.33,45.47,35.16,35.27,43.77,20.17
92.01,100.33,84.27,96.39,70.88,67.93
100.33,84.27,96.39,70.88,67.93,103.74
125.86,52.99,42.41,49.28,55.47,44.11
52.99,42.41,49.28,55.47,44.11,63.67
42.41,49.28,55.47,44.11,63.67,69.04
160.76,143.6,129.59,155.65,174.52,164.6
49.28,55.47,44.11,63.67,69.04,54.64
143.6,129.59,155.65,174.52,164.6,163.66
55.47,44.11,63.67,69.04,54.64,55.64
73.8,96.66,70.49,78.89,106.14,139.37
129.59,155.65,174.52,164.6,163.66,180.05
44.11,63.67,69.04,54.64,55.64,54.37
96.66,70.49,78.89,106.14,139.37,87.78
155.65,174.52,164.6,163.66,180.05,166.09
63.67,69.04,54.64,55.64,54.37,43.27
121.79,86.3,105.59,108.2,165.89,268.2
118.06,92.98,132.11,117.56,322.26,103.61
70.49,78.89,106.14,139.37,87.78,98.65
174.52,164.6,163.66,180.05,166.09,186.13
86.3,105.59,108.2,165.89,268.2,134.67
92.98,132.11,117.56,322.26,103.61,132.06
78.89,106.14,139.37,87.78,98.65,76.19
164.6,163.66,180.05,166.09,186.13,181.38
105.59,108.2,165.89,268.2,134.67,115.12
132.11,117.56,322.26,103.61,132.06,102.79
106.14,139.37,87.78,98.65,76.19,197.54
163.66,180.05,166.09,186.13,181.38,171.25
108.2,165.89,268.2,134.67,115.12,127.9
117.56,322.26,103.61,132.06,102.79,128.37
180.05,166.09,186.13,181.38,171.25,158.62
322.26,103.61,132.06,102.79,128.37,136.91
166.09,186.13,181.38,171.25,158.62,164.67
103.61,132.06,102.79,128.37,136.91,84.11
186.13,181.38,171.25,158.62,164.67,173.99
132.06,102.79,128.37,136.91,84.11,78.9
181.38,171.25,158.62,164.67,173.99,199.84
102.79,128.37,136.91,84.11,78.9,97.19
171.25,158.62,164.67,173.99,199.84,162.8
128.37,136.91,84.11,78.9,97.19,101.15
158.62,164.67,173.99,199.84,162.8,148.99
136.91,84.11,78.9,97.19,101.15,108.33
164.67,173.99,199.84,162.8,148.99,154.46
84.11,78.9,97.19,101.15,108.33,106.04
173.99,199.84,162.8,148.99,154.46,172.79
78.9,97.19,101.15,108.33,106.04,138.02
199.84,162.8,148.99,154.46,172.79,163.15
97.19,101.15,108.33,106.04,138.02,120.44
162.8,148.99,154.46,172.79,163.15,152.53
48.42,52.33,50.77,58.16,52.53,47.77
101.15,108.33,106.04,138.02,120.44,112.79
148.99,154.46,172.79,163.15,152.53,179.45
52.33,50.77,58.16,52.53,47.77,53.44
154.46,172.79,163.15,152.53,179.45,172.0
50.77,58.16,52.53,47.77,53.44,56.62
86.91,104.29,101.0,98.49,95.47,104.7
172.79,163.15,152.53,179.45,172.0,154.56
58.16,52.53,47.77,53.44,56.62,54.48
112.34,88.37,97.21,90.17,114.2,106.12
104.29,101.0,98.49,95.47,104.7,105.9
163.15,152.53,179.45,172.0,154.56,161.84
52.53,47.77,53.44,56.62,54.48,54.8
88.37,97.21,90.17,114.2,106.12,110.66
101.0,98.49,95.47,104.7,105.9,105.95
152.53,179.45,172.0,154.56,161.84,205.37
140.58,159.26,122.13,216.24,178.97,192.2
47.77,53.44,56.62,54.48,54.8,65.48
97.21,90.17,114.2,106.12,110.66,103.19
98.49,95.47,104.7,105.9,105.95,95.98
179.45,172.0,154.56,161.84,205.37,190.71
159.26,122.13,216.24,178.97,192.2,171.21
53.44,56.62,54.48,54.8,65.48,44.82
95.47,104.7,105.9,105.95,95.98,128.55
172.0,154.56,161.84,205.37,190.71,149.55
122.13,216.24,178.97,192.2,171.21,208.88
56.62,54.48,54.8,65.48,44.82,45.26
104.7,105.9,105.95,95.98,128.55,76.06
154.56,161.84,205.37,190.71,149.55,211.32
216.24,178.97,192.2,171.21,208.88,148.3
54.48,54.8,65.48,44.82,45.26,47.12
105.9,105.95,95.98,128.55,76.06,98.36
161.84,205.37,190.71,149.55,211.32,170.61
178.97,192.2,171.21,208.88,148.3,215.75
54.8,65.48,44.82,45.26,47.12,47.77
105.95,95.98,128.55,76.06,98.36,103.73
205.37,190.71,149.55,211.32,170.61,128.54
192.2,171.21,208.88,148.3,215.75,163.44
65.48,44.82,45.26,47.12,47.77,47.08
95.98,128.55,76.06,98.36,103.73,119.35
190.71,149.55,211.32,170.61,128.54,184.39
171.21,208.88,148.3,215.75,163.44,226.43
44.82,45.26,47.12,47.77,47.08,60.25
128.55,76.06,98.36,103.73,119.35,92.42
149.55,211.32,170.61,128.54,184.39,196.04
208.88,148.3,215.75,163.44,226.43,232.67
45.26,47.12,47.77,47.08,60.25,53.31
76.06,98.36,103.73,119.35,92.42,129.97
211.32,170.61,128.54,184.39,196.04,198.97
47.12,47.77,47.08,60.25,53.31,48.31
147.38,97.77,147.48,136.32,89.03,116.63
98.36,103.73,119.35,92.42,129.97,85.3
170.61,128.54,184.39,196.04,198.97,181.92
47.77,47.08,60.25,53.31,48.31,44.4
103.73,119.35,92.42,129.97,85.3,138.0
128.54,184.39,196.04,198.97,181.92,183.46
47.08,60.25,53.31,48.31,44.4,73.75
119.35,92.42,129.97,85.3,138.0,96.0
184.39,196.04,198.97,181.92,183.46,151.89
60.25,53.31,48.31,44.4,73.75,51.58
92.42,129.97,85.3,138.0,96.0,94.84
196.04,198.97,181.92,183.46,151.89,166.16
53.31,48.31,44.4,73.75,51.58,52.16
129.97,85.3,138.0,96.0,94.84,53.16
198.97,181.92,183.46,151.89,166.16,203.09
48.31,44.4,73.75,51.58,52.16,52.91
86.07,100.18,100.18,96.2,102.64,122.1
85.3,138.0,96.0,94.84,53.16,94.66
181.92,183.46,151.89,166.16,203.09,200.22
44.4,73.75,51.58,52.16,52.91,57.15
100.18,100.18,96.2,102.64,122.1,106.28
138.0,96.0,94.84,53.16,94.66,112.76
183.46,151.89,166.16,203.09,200.22,180.71
73.75,51.58,52.16,52.91,57.15,43.95
100.18,96.2,102.64,122.1,106.28,135.2
96.0,94.84,53.16,94.66,112.76,77.73
151.89,166.16,203.09,200.22,180.71,207.1
51.58,52.16,52.91,57.15,43.95,46.78
96.2,102.64,122.1,106.28,135.2,104.17
94.84,53.16,94.66,112.76,77.73,92.37
166.16,203.09,200.22,180.71,207.1,139.27
52.16,52.91,57.15,43.95,46.78,48.18
102.64,122.1,106.28,135.2,104.17,94.07
53.16,94.66,112.76,77.73,92.37,62.08
203.09,200.22,180.71,207.1,139.27,178.36
52.91,57.15,43.95,46.78,48.18,38.75
122.1,106.28,135.2,104.17,94.07,96.82
94.66,112.76,77.73,92.37,62.08,63.28
200.22,180.71,207.1,139.27,178.36,174.36
57.15,43.95,46.78,48.18,38.75,55.76
106.28,135.2,104.17,94.07,96.82,79.64
112.76,77.73,92.37,62.08,63.28,73.36
43.95,46.78,48.18,38.75,55.76,79.06
135.2,104.17,94.07,96.82,79.64,59.49
77.73,92.37,62.08,63.28,73.36,54.45
46.78,48.18,38.75,55.76,79.06,59.22
92.37,62.08,63.28,73.36,54.45,77.32
48.18,38.75,55.76,79.06,59.22,30.86
62.08,63.28,73.36,54.45,77.32,83.84
38.75,55.76,79.06,59.22,30.86,115.9
63.28,73.36,54.45,77.32,83.84,69.59
55.76,79.06,59.22,30.86,115.9,44.7
73.36,54.45,77.32,83.84,69.59,81.31
79.06,59.22,30.86,115.9,44.7,78.88
59.22,30.86,115.9,44.7,78.88,39.25
30.86,115.9,44.7,78.88,39.25,38.1
115.9,44.7,78.88,39.25,38.1,32.67
44.7,78.88,39.25,38.1,32.67,56.16
49.65,46.26,60.45,44.44,103.23,35.51
46.26,60.45,44.44,103.23,35.51,54.49
60.45,44.44,103.23,35.51,54.49,48.79
44.44,103.23,35.51,54.49,48.79,58.9
103.23,35.51,54.49,48.79,58.9,49.87
35.51,54.49,48.79,58.9,49.87,49.35
54.49,48.79,58.9,49.87,49.35,45.33
48.79,58.9,49.87,49.35,45.33,49.8
58.9,49.87,49.35,45.33,49.8,54.35
49.87,49.35,45.33,49.8,54.35,20.07
83.29,94.0,87.5,99.22,123.54,148.26
168.0,120.26,163.97,173.04,167.61,168.72
49.35,45.33,49.8,54.35,20.07,19.49
94.0,87.5,99.22,123.54,148.26,172.34
99.82,83.05,94.72,111.27,143.49,132.06
120.26,163.97,173.04,167.61,168.72,178.25
45.33,49.8,54.35,20.07,19.49,40.23
87.5,99.22,123.54,148.26,172.34,188.31
83.05,94.72,111.27,143.49,132.06,127.22
79.14,89.91,109.02,102.9,112.47,97.4
163.97,173.04,167.61,168.72,178.25,238.18
99.22,123.54,148.26,172.34,188.31,176.43
94.72,111.27,143.49,132.06,127.22,129.89
89.91,109.02,102.9,112.47,97.4,143.96
173.04,167.61,168.72,178.25,238.18,169.54
123.54,148.26,172.34,188.31,176.43,149.98
111.27,143.49,132.06,127.22,129.89,125.98
109.02,102.9,112.47,97.4,143.96,129.84
167.61,168.72,178.25,238.18,169.54,211.06
148.26,172.34,188.31,176.43,149.98,150.87
143.49,132.06,127.22,129.89,125.98,110.09
102.9,112.47,97.4,143.96,129.84,108.43
168.72,178.25,238.18,169.54,211.06,158.06
172.34,188.31,176.43,149.98,150.87,119.45
132.06,127.22,129.89,125.98,110.09,116.97
112.47,97.4,143.96,129.84,108.43,104.45
178.25,238.18,169.54,211.06,158.06,182.42
188.31,176.43,149.98,150.87,119.45,102.79
127.22,129.89,125.98,110.09,116.97,114.05
97.4,143.96,129.84,108.43,104.45,110.96
238.18,169.54,211.06,158.06,182.42,153.78
176.43,149.98,150.87,119.45,102.79,157.9
129.89,125.98,110.09,116.97,114.05,106.29
143.96,129.84,108.43,104.45,110.96,89.03
169.54,211.06,158.06,182.42,153.78,145.83
149.98,150.87,119.45,102.79,157.9,96.52
125.98,110.09,116.97,114.05,106.29,119.12
129.84,108.43,104.45,110.96,89.03,104.51
211.06,158.06,182.42,153.78,145.83,140.35
150.87,119.45,102.79,157.9,96.52,131.0
110.09,116.97,114.05,106.29,119.12,107.55
108.43,104.45,110.96,89.03,104.51,133.65
158.06,182.42,153.78,145.83,140.35,156.53
170.79,196.05,91.19,499.24,127.18,90.3
119.45,102.79,157.9,96.52,131.0,85.1
116.97,114.05,106.29,119.12,107.55,114.86
104.45,110.96,89.03,104.51,133.65,81.71
182.42,153.78,145.83,140.35,156.53,168.39
196.05,91.19,499.24,127.18,90.3,137.49
114.05,106.29,119.12,107.55,114.86,109.13
110.96,89.03,104.51,133.65,81.71,106.26
153.78,145.83,140.35,156.53,168.39,139.71
91.19,499.24,127.18,90.3,137.49,201.7
106.29,119.12,107.55,114.86,109.13,112.97
89.03,104.51,133.65,81.71,106.26,90.01
145.83,140.35,156.53,168.39,139.71,160.45
499.24,127.18,90.3,137.49,201.7,174.17
119.12,107.55,114.86,109.13,112.97,103.09
104.51,133.65,81.71,106.26,90.01,107.9
127.18,90.3,137.49,201.7,174.17,198.05
107.55,114.86,109.13,112.97,103.09,132.05
133.65,81.71,106.26,90.01,107.9,127.29
90.3,137.49,201.7,174.17,198.05,215.59
114.86,109.13,112.97,103.09,132.05,101.35
81.71,106.26,90.01,107.9,127.29,87.21
137.49,201.7,174.17,198.05,215.59,180.75
59.65,51.26,60.0,52.7,45.72,52.3
109.13,112.97,103.09,132.05,101.35,87.47
106.26,90.01,107.9,127.29,87.21,107.68
201.7,174.17,198.05,215.59,180.75,169.66
51.26,60.0,52.7,45.72,52.3,49.34
112.97,103.09,132.05,101.35,87.47,86.41
90.01,107.9,127.29,87.21,107.68,105.32
174.17,198.05,215.59,180.75,169.66,154.07
60.0,52.7,45.72,52.3,49.34,43.21
103.09,132.05,101.35,87.47,86.41,102.84
107.9,127.29,87.21,107.68,105.32,127.95
198.05,215.59,180.75,169.66,154.07,171.15
52.7,45.72,52.3,49.34,43.21,60.53
132.05,101.35,87.47,86.41,102.84,98.27
127.29,87.21,107.68,105.32,127.95,123.03
215.59,180.75,169.66,154.07,171.15,178.34
45.72,52.3,49.34,43.21,60.53,81.76
101.35,87.47,86.41,102.84,98.27,133.93
87.21,107.68,105.32,127.95,123.03,161.83
180.75,169.66,154.07,171.15,178.34,187.3
52.3,49.34,43.21,60.53,81.76,60.56
87.47,86.41,102.84,98.27,133.93,80.49
107.68,105.32,127.95,123.03,161.83,120.58
169.66,154.07,171.15,178.34,187.3,240.53
49.34,43.21,60.53,81.76,60.56,51.46
86.41,102.84,98.27,133.93,80.49,107.72
105.32,127.95,123.03,161.83,120.58,82.93
154.07,171.15,178.34,187.3,240.53,171.17
43.21,60.53,81.76,60.56,51.46,63.47
100.88,51.97,86.61,122.33,100.57,127.92
102.84,98.27,133.93,80.49,107.72,75.01
127.95,123.03,161.83,120.58,82.93,87.44
171.15,178.34,187.3,240.53,171.17,180.94
60.53,81.76,60.56,51.46,63.47,44.66
51.97,86.61,122.33,100.57,127.92,92.88
98.27,133.93,80.49,107.72,75.01,98.59
123.03,161.83,120.58,82.93,87.44,142.91
178.34,187.3,240.53,171.17,180.94,171.86
81.76,60.56,51.46,63.47,44.66,67.93
86.61,122.33,100.57,127.92,92.88,98.32
133.93,80.49,107.72,75.01,98.59,125.12
161.83,120.58,82.93,87.44,142.91,90.74
200.07,198.24,149.2,207.05,190.6,179.72
60.56,51.46,63.47,44.66,67.93,49.75
122.33,100.57,127.92,92.88,98.32,109.58
80.49,107.72,75.01,98.59,125.12,135.36
120.58,82.93,87.44,142.91,90.74,140.79
198.24,149.2,207.05,190.6,179.72,156.05
51.46,63.47,44.66,67.93,49.75,44.69
100.57,127.92,92.88,98.32,109.58,92.26
107.72,75.01,98.59,125.12,135.36,128.42
82.93,87.44,142.91,90.74,140.79,92.93
149.2,207.05,190.6,179.72,156.05,223.45
63.47,44.66,67.93,49.75,44.69,44.99
127.92,92.88,98.32,109.58,92.26,107.76
75.01,98.59,125.12,135.36,128.42,93.63
87.44,142.91,90.74,140.79,92.93,143.18
207.05,190.6,179.72,156.05,223.45,160.33
44.66,67.93,49.75,44.69,44.99,37.97
92.88,98.32,109.58,92.26,107.76,94.71
98.59,125.12,135.36,128.42,93.63,158.48
142.91,90.74,140.79,92.93,143.18,82.58
190.6,179.72,156.05,223.45,160.33,195.14
67.93,49.75,44.69,44.99,37.97,53.25
125.12,135.36,128.42,93.63,158.48,182.39
90.74,140.79,92.93,143.18,82.58,47.78
49.75,44.69,44.99,37.97,53.25,40.16
135.36,128.42,93.63,158.48,182.39,109.62
140.79,92.93,143.18,82.58,47.78,149.25
44.69,44.99,37.97,53.25,40.16,50.89
128.42,93.63,158.48,182.39,109.62,115.37
92.93,143.18,82.58,47.78,149.25,77.47
44.99,37.97,53.25,40.16,50.89,47.62
93.63,158.48,182.39,109.62,115.37,102.51
37.97,53.25,40.16,50.89,47.62,52.26
158.48,182.39,109.62,115.37,102.51,96.57
53.25,40.16,50.89,47.62,52.26,72.44
40.16,50.89,47.62,52.26,72.44,41.2
50.89,47.62,52.26,72.44,41.2,60.13
47.62,52.26,72.44,41.2,60.13,40.15
52.26,72.44,41.2,60.13,40.15,49.34
72.44,41.2,60.13,40.15,49.34,40.74
91.81,71.59,100.93,84.38,84.81,90.59
39.17,42.2,72.51,44.88,49.28,48.98
42.2,72.51,44.88,49.28,48.98,66.33
72.51,44.88,49.28,48.98,66.33,47.28
44.88,49.28,48.98,66.33,47.28,45.58
49.28,48.98,66.33,47.28,45.58,53.03
81.32,100.21,102.95,82.3,99.27,98.56
48.98,66.33,47.28,45.58,53.03,53.26
100.21,102.95,82.3,99.27,98.56,109.5
66.33,47.28,45.58,53.03,53.26,47.87
102.95,82.3,99.27,98.56,109.5,95.76
47.28,45.58,53.03,53.26,47.87,63.87
82.3,99.27,98.56,109.5,95.76,113.12
153.81,173.11,188.23,163.42,165.96,219.33
45.58,53.03,53.26,47.87,63.87,63.13
99.27,98.56,109.5,95.76,113.12,114.83
79.33,122.98,124.08,113.54,157.46,106.4
173.11,188.23,163.42,165.96,219.33,245.07
53.03,53.26,47.87,63.87,63.13,50.46
98.56,109.5,95.76,113.12,114.83,87.8
188.23,163.42,165.96,219.33,245.07,182.87
53.26,47.87,63.87,63.13,50.46,64.56
109.5,95.76,113.12,114.83,87.8,111.05
88.44,78.23,151.57,66.46,125.83,124.54
163.42,165.96,219.33,245.07,182.87,156.07
47.87,63.87,63.13,50.46,64.56,53.66
95.76,113.12,114.83,87.8,111.05,118.63
78.23,151.57,66.46,125.83,124.54,93.65
165.96,219.33,245.07,182.87,156.07,171.99
63.87,63.13,50.46,64.56,53.66,68.29
113.12,114.83,87.8,111.05,118.63,127.19
151.57,66.46,125.83,124.54,93.65,109.45
219.33,245.07,182.87,156.07,171.99,160.71
63.13,50.46,64.56,53.66,68.29,71.78
114.83,87.8,111.05,118.63,127.19,119.63
66.46,125.83,124.54,93.65,109.45,94.1
245.07,182.87,156.07,171.99,160.71,206.49
50.46,64.56,53.66,68.29,71.78,48.54
87.8,111.05,118.63,127.19,119.63,100.04
125.83,124.54,93.65,109.45,94.1,91.63
182.87,156.07,171.99,160.71,206.49,161.13
64.56,53.66,68.29,71.78,48.54,57.02
111.05,118.63,127.19,119.63,100.04,114.57
124.54,93.65,109.45,94.1,91.63,85.43
156.07,171.99,160.71,206.49,161.13,154.01
53.66,68.29,71.78,48.54,57.02,48.77
118.63,127.19,119.63,100.04,114.57,94.69
93.65,109.45,94.1,91.63,85.43,107.99
171.99,160.71,206.49,161.13,154.01,158.24
68.29,71.78,48.54,57.02,48.77,51.15
127.19,119.63,100.04,114.57,94.69,108.01
109.45,94.1,91.63,85.43,107.99,97.71
160.71,206.49,161.13,154.01,158.24,159.59
71.78,48.54,57.02,48.77,51.15,49.97
119.63,100.04,114.57,94.69,108.01,105.28
94.1,91.63,85.43,107.99,97.71,54.72
206.49,161.13,154.01,158.24,159.59,147.95
48.54,57.02,48.77,51.15,49.97,50.14
100.04,114.57,94.69,108.01,105.28,112.85
91.63,85.43,107.99,97.71,54.72,85.71
161.13,154.01,158.24,159.59,147.95,201.66
57.02,48.77,51.15,49.97,50.14,45.47
114.57,94.69,108.01,105.28,112.85,112.77
85.43,107.99,97.71,54.72,85.71,78.99
154.01,158.24,159.59,147.95,201.66,136.57
48.77,51.15,49.97,50.14,45.47,53.68
94.69,108.01,105.28,112.85,112.77,119.63
107.99,97.71,54.72,85.71,78.99,91.7
158.24,159.59,147.95,201.66,136.57,156.93
107.09,169.52,199.15,165.99,154.91,191.24
51.15,49.97,50.14,45.47,53.68,52.9
108.01,105.28,112.85,112.77,119.63,111.87
97.71,54.72,85.71,78.99,91.7,147.28
159.59,147.95,201.66,136.57,156.93,187.93
169.52,199.15,165.99,154.91,191.24,172.07
49.97,50.14,45.47,53.68,52.9,58.82
105.28,112.85,112.77,119.63,111.87,108.4
54.72,85.71,78.99,91.7,147.28,96.69
147.95,201.66,136.57,156.93,187.93,150.9
199.15,165.99,154.91,191.24,172.07,155.72
50.14,45.47,53.68,52.9,58.82,63.23
112.85,112.77,119.63,111.87,108.4,95.58
85.71,78.99,91.7,147.28,96.69,114.1
201.66,136.57,156.93,187.93,150.9,153.49
165.99,154.91,191.24,172.07,155.72,164.55
45.47,53.68,52.9,58.82,63.23,57.29
112.77,119.63,111.87,108.4,95.58,137.57
85.9,128.14,103.91,116.91,129.41,116.22
78.99,91.7,147.28,96.69,114.1,89.69
136.57,156.93,187.93,150.9,153.49,174.33
154.91,191.24,172.07,155.72,164.55,129.02
53.68,52.9,58.82,63.23,57.29,50.72
